;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
6485;Departamento;San Miguel;2;1;0;62;1990.0;556.0;50.0
6486;Departamento;Villa El Salvador;3;1;0;100;3600.0;800.0;115.0
6487;Departamento;Jesús María;4;2;4;206;3000.0;17724.0;5116.0
6488;Departamento;Lurín;1;0;0;47;1600.0;650.0;53.0
6489;Departamento;Lince;3;1;0;60;1200.0;735.0;
6490;Casa;Lince;2;0;0;74;800.0;;
6491;Departamento;San Borja;3;0;0;162;4500.0;845.0;
6492;Departamento;Comas;2;0;1;82;3800.0;720.0;140.0
6493;Departamento;Rímac;3;1;1;150;5000.0;1100.0;450.0
6494;Departamento;Chorrillos;3;1;0;61;1000.0;450.0;17.0
6495;Departamento;Ate;3;3;3;204;15600.0;2500.0;600.0
6496;Departamento;San Borja;2;0;0;70;3900.0;960.0;147.0
6497;Departamento;Chorrillos;3;2;1;655;15000.0;3550.0;1420.0
6498;Departamento;Rímac;3;1;0;99;4000.0;1200.0;325.0
6499;Departamento;Miraflores;4;3;4;310;7000.0;2149.0;808.0
6500;Casa;Ate;5;4;3;1008;10000.0;1390.0;148.0
6501;Departamento;Comas;3;2;1;89;1750.0;890.0;80.0
6502;Departamento;Pueblo Libre;3;3;3;227;13500.0;3960.0;980.0
6503;Departamento;San Borja;3;0;0;120;4200.0;900.0;186.0
6504;Departamento;Comas;1;1;0;35;800.0;407.0;
6505;Departamento;La Perla;1;0;1;145;6000.0;1000.0;350.0
6506;Departamento;Jesús María;3;2;1;86;1700.0;715.0;193.0
6507;Departamento;San Isidro;2;1;0;65;600.0;400.0;25.0
6508;Departamento;Santa Anita;3;2;1;128;1850.0;1055.0;174.0
6509;Departamento;Pueblo Libre;3;2;1;340;8000.0;3200.0;1250.0
6510;Departamento;San Miguel;3;0;1;91;2800.0;450.0;
6511;Departamento;Jesús María;2;1;1;73;2000.0;700.0;
6512;Casa;Lince;4;1;0;80;7000.0;;
6513;Departamento;Chorrillos;2;1;2;85;4000.0;1130.0;261.0
6514;Departamento;Chorrillos;3;1;1;105;5100.0;1340.0;342.0
6515;Departamento;Callao;1;1;0;55;900.0;395.0;88.0
6516;Departamento;Ate;3;3;3;248;3800.0;4083.0;
6517;Casa;Jesús María;4;2;3;250;3800.0;490.0;
6518;Departamento;Ventanilla;2;0;0;55;1250.0;150.0;
6519;Flat;San Borja;2;2;2;103;4500.0;1900.0;240.0
6520;Departamento;San Borja;1;0;0;52;3500.0;2055.0;
6521;Departamento;Lince;2;1;0;50;550.0;;
6522;Departamento;San Borja;2;0;0;83;3700.0;550.0;185.0
6523;Casa;Magdalena del Mar;1;2;0;47;850.0;;
6524;Departamento;Ate;2;1;1;69;2300.0;950.0;98.0
6525;Loft;Villa El Salvador;1;0;0;51;2800.0;567.0;86.0
6526;Departamento;Santa Anita;2;1;0;55;700.0;480.0;30.0
6527;Departamento;Rímac;1;1;1;75;3000.0;968.0;154.0
6528;Departamento;Ate;3;2;1;95;1600.0;1250.0;
6529;Departamento;Jesús María;2;1;2;95;1800.0;730.0;165.0
6530;Departamento;Jesús María;3;4;1;224;3500.0;790.0;523.0
6531;Departamento;Jesús María;2;1;1;63;1700.0;837.0;136.0
6532;Departamento;San Borja;1;0;0;40;2800.0;;
6533;Departamento;Pachacámac;1;0;0;55;2000.0;350.0;75.0
6534;Departamento;San Miguel;2;1;0;64;1250.0;695.0;
6535;Departamento;Lince;2;1;1;44;550.0;180.0;
6536;Departamento;Carabayllo;2;0;0;60;1100.0;350.0;250.0
6537;Departamento;Comas;1;0;0;46;2800.0;700.0;850.0
6538;Departamento;Villa El Salvador;2;1;0;80;2500.0;970.0;115.0
6539;Departamento;Comas;2;1;0;76;4500.0;735.0;196.0
6540;Departamento;San Borja;4;1;1;160;7000.0;1880.0;246.0
6541;Departamento;Callao;3;1;1;90;2500.0;680.0;
6542;Departamento;Lince;2;0;0;60;950.0;350.0;
6543;Casa en condominio;Jesús María;3;2;3;145;2500.0;463.0;
6544;Departamento;La Perla;3;1;1;160;6800.0;1900.0;325.0
6545;Departamento;San Borja;2;0;0;83;2700.0;599.0;171.0
6546;Departamento;Jesús María;3;2;1;114;2800.0;620.0;250.0
6547;Departamento;San Luis;3;2;1;90;2800.0;810.0;107.0
6548;Departamento;San Borja;2;0;0;80;2500.0;780.0;225.0
6549;Casa;Lince;2;2;0;65;1000.0;440.0;
6550;Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;13999.0
6551;Departamento;San Borja;2;1;1;95;3000.0;1200.0;174.0
6552;Departamento;Ate;3;2;1;160;4300.0;1600.0;379.0
6553;Departamento;Chaclacayo;1;0;0;35;750.0;;60.0
6554;Departamento;Ate;3;1;1;80;2500.0;1238.0;194.0
6555;Departamento;Jesús María;3;3;1;125;2100.0;1055.0;380.0
6556;Departamento;Santa Anita;1;1;0;63;1300.0;400.0;13.0
6557;Departamento;Jesús María;2;1;1;85;1200.0;850.0;1000.0
6558;Departamento;Puente Piedra;2;0;0;70;850.0;;
6559;Departamento;San Borja;3;0;0;120;2600.0;1189.0;154.0
6560;Departamento;Pueblo Libre;3;3;1;250;9200.0;1902.0;585.0
6561;Departamento;Ate;2;1;1;70;1500.0;650.0;150.0
6562;Casa;Ate;5;4;5;638;25000.0;1450.0;1800.0
6563;Departamento;Chorrillos;2;1;1;80;4000.0;655.0;192.0
6564;Departamento;Ate;2;1;1;90;3890.0;2200.0;4200.0
6565;Departamento;La Punta;2;1;1;77;1400.0;650.0;105.0
6566;Casa en condominio;Jesús María;3;2;3;250;4500.0;900.0;519.0
6567;Departamento;Ate;2;1;1;80;4000.0;1050.0;150.0
6568;Departamento;Ate;2;1;1;81;1700.0;1150.0;150.0
6569;Departamento;San Borja;3;1;0;140;3700.0;1259.0;236.0
6570;Departamento;Jesús María;3;3;3;183;2700.0;760.0;5000.0
6571;Departamento;Comas;3;1;0;100;1550.0;650.0;59.0
6572;Departamento;San Borja;3;4;2;260;13000.0;10055.0;1206.0
6573;Departamento;La Perla;2;1;0;65;3300.0;713.0;157.0
6574;Departamento;San Miguel;2;0;0;45;950.0;180.0;36.0
6575;Departamento;Punta Hermosa;3;1;1;120;3300.0;1300.0;147.0
6576;Departamento;San Miguel;3;1;0;73;1900.0;638.0;
6577;Departamento;San Borja;3;1;0;101;2200.0;1470.0;220.0
6578;Casa;Ate;5;3;3;400;8450.0;790.0;600.0
6579;Habitación;Chorrillos;1;0;0;27;1400.0;258.0;24.0
6580;Departamento;Rímac;4;3;1;200;18000.0;1300.0;500.0
6581;Departamento;Ate;3;2;1;300;5991.0;;
6582;Casa en condominio;Ate;4;0;4;250;13000.0;600.0;
6583;Departamento;Lince;2;0;0;55;500.0;;
6584;Departamento;Lurín;1;0;1;34;1000.0;400.0;53.0
6585;Departamento;San Miguel;2;0;0;71;1620.0;300.0;
6586;Departamento;Comas;2;1;1;100;5500.0;1200.0;312.0
6587;Departamento;Comas;3;1;3;228;20000.0;1100.0;235.0
6588;Casa en condominio;Ate;4;3;4;355;9000.0;707.0;600.0
6589;Departamento;Breña;3;1;0;82;4000.0;1308.0;113.0
6590;Departamento;San Borja;1;0;0;50;1500.0;658.0;74.0
6591;Departamento;San Miguel;2;1;0;90;1500.0;800.0;78.0
6592;Departamento;La Molina;3;1;0;60;1050.0;350.0;
6593;Habitación;Villa El Salvador;1;0;0;26;1500.0;360.0;35.0
6594;Departamento;Los Olivos;2;0;1;110;1200.0;300.0;
6595;Departamento;Rímac;3;1;1;119;6850.0;1400.0;390.0
6596;Departamento;San Borja;2;1;0;72;2250.0;800.0;40.0
6597;Departamento;Ventanilla;2;0;0;47;950.0;545.0;20.0
6598;Departamento;Ventanilla;2;0;0;58;1700.0;300.0;25.0
6599;Departamento;San Borja;1;0;0;32;1400.0;448.0;25.0
6600;Departamento;Callao;2;1;1;76;1900.0;720.0;123.0
6601;Departamento;Rímac;2;2;1;94;6700.0;1211.0;320.0
6602;Departamento;Comas;4;2;2;200;17000.0;2245.0;
6603;Departamento;San Luis;3;1;1;85;1700.0;560.0;150.0
6604;Departamento;San Borja;5;2;1;650;32000.0;5200.0;2000.0
6605;Departamento;El Agustino;2;1;0;45;750.0;220.0;
6606;Departamento;Ancón;2;2;1;75;3500.0;1350.0;160.0
6607;Departamento;Punta Hermosa;0;0;0;110;10000.0;;
6608;Departamento;Punta Hermosa;2;1;1;82;4800.0;879.0;186.0
6609;Departamento;San Borja;3;2;1;158;5200.0;1540.0;320.0
6610;Casa en condominio;Ate;4;4;4;869;24000.0;2220.0;2269.0
6611;Departamento;Lurigancho;3;1;1;180;10000.0;1820.0;644.0
6612;Departamento;Puente Piedra;2;1;0;53;1300.0;505.0;34.0
6613;Casa en condominio;Villa El Salvador;4;4;1;220;3300.0;723.0;
6614;Departamento;Ate;2;2;1;65;1500.0;973.0;136.0
6615;Departamento;Ate;3;2;1;180;3000.0;1150.0;
6616;Departamento;Ate;3;2;1;127;5000.0;2570.0;789.0
6617;Departamento;Chorrillos;3;0;0;157;2700.0;970.0;200.0
6618;Departamento;Los Olivos;2;0;0;60;900.0;150.0;
6619;Departamento;Comas;5;3;2;350;45000.0;6500.0;970.0
6620;Departamento;Chorrillos;2;1;1;90;4500.0;945.0;190.0
6621;Departamento;Comas;3;2;1;160;6300.0;2200.0;387.0
6622;Departamento;Callao;2;2;1;128;2700.0;1000.0;240.0
6623;Departamento;Villa El Salvador;4;1;1;270;8000.0;1550.0;
6624;Departamento;Rímac;3;0;0;120;3600.0;950.0;
6625;Departamento;San Borja;1;0;0;20;1200.0;330.0;29.0
6626;Departamento;Villa El Salvador;1;0;0;38;1300.0;505.0;59.0
6627;Departamento;Rímac;3;1;2;120;13700.0;1290.0;410.0
6628;Departamento;Rímac;4;2;1;200;6500.0;1100.0;470.0
6629;Departamento;Villa El Salvador;1;0;0;40;1950.0;200.0;67.0
6630;Departamento;Comas;2;1;0;72;3000.0;820.0;
6631;Casa en condominio;San Luis;8;0;0;720;6000.0;500.0;100.0
6632;Habitación;San Borja;1;1;0;24;1100.0;341.0;22.0
6633;Casa en condominio;Jesús María;3;2;3;260;12500.0;;
6634;Departamento;Villa El Salvador;2;0;0;88;1900.0;450.0;112.0
6635;Departamento;Comas;2;1;0;70;4000.0;725.0;150.0
6636;Departamento;Ate;3;2;2;210;3000.0;1754.0;512.0
6637;Departamento;Santa Rosa;2;1;1;68;1100.0;498.0;
6638;Departamento;San Borja;2;0;1;60;2500.0;650.0;750.0
6639;Departamento;Surquillo;2;0;0;55;540.0;60.0;
6640;Departamento;Ate;3;2;1;75;3500.0;1100.0;192.0
6641;Departamento;Rímac;4;2;4;230;10000.0;2710.0;1328.0
6642;Departamento;San Miguel;2;0;0;60;2000.0;450.0;51.0
6643;Departamento;La Punta;4;1;2;178;1900.0;1100.0;270.0
6644;Departamento;Chorrillos;3;2;1;110;5500.0;;
6645;Departamento;Callao;2;0;0;80;1300.0;395.0;48.0
6646;Departamento;San Borja;1;0;0;30;1500.0;900.0;25.0
6647;Departamento;Villa El Salvador;1;0;0;31;1200.0;366.0;179.0
6648;Departamento;Comas;3;0;1;120;11000.0;2600.0;500.0
6649;Departamento;Comas;3;2;1;167;35000.0;2950.0;652.0
6650;Departamento;Chorrillos;3;2;1;287;7500.0;2500.0;
6651;Departamento;San Borja;2;0;2;115;4000.0;1264.0;210.0
6652;Cochera;Pachacámac;0;0;0;4;600.0;;
6653;Departamento;Rímac;3;1;1;120;7000.0;1500.0;
6654;Departamento;Ate;3;2;1;130;3500.0;1200.0;226.0
6655;Departamento;San Bartolo;3;0;1;150;6500.0;1050.0;232.0
6656;Flat;Comas;2;1;1;75;10900.0;3900.0;4000.0
6657;Departamento;San Borja;3;0;0;120;2700.0;800.0;
6658;Departamento;San Borja;3;1;1;214;9200.0;1824.0;6083.0
6659;Departamento;Comas;3;2;1;95;5000.0;1200.0;212.0
6660;Departamento;Ventanilla;2;2;0;61;1300.0;650.0;
6661;Departamento;Comas;4;2;1;200;9500.0;3600.0;1500.0
6662;Flat;San Borja;1;1;0;50;2000.0;1250.0;160.0
6663;Departamento;San Borja;4;2;2;360;11000.0;3200.0;1100.0
6664;Departamento;Lurigancho;2;1;0;74;3700.0;1030.0;213.0
6665;Departamento;Ate;4;2;1;126;3709.0;1640.0;
6666;Departamento;Pueblo Libre;3;1;1;110;4800.0;1057.0;429.0
6667;Departamento;Mi Perú;4;3;1;300;4500.0;1650.0;288.0
6668;Departamento;Callao;2;1;1;77;1800.0;720.0;
6669;Departamento;San Borja;3;1;1;140;6160.0;1300.0;2200.0
6670;Casa;Los Olivos;1;0;0;45;500.0;;
6671;Departamento;San Miguel;2;0;0;80;1300.0;855.0;
6672;Departamento;San Borja;2;1;1;60;3300.0;1603.0;138.0
6673;Departamento;San Borja;5;0;2;320;3500.0;3500.0;
6674;Departamento;La Perla;1;1;0;71;2500.0;850.0;180.0
6675;Departamento;Ate;2;1;1;92;2600.0;1250.0;
6676;Departamento;Breña;2;0;1;120;5500.0;525.0;
6677;Departamento;Ventanilla;2;0;0;80;1500.0;330.0;
6678;Departamento;Lince;2;1;0;47;800.0;200.0;
6679;Departamento;Villa El Salvador;1;0;0;36;2000.0;500.0;189.0
6680;Casa;Breña;4;5;2;165;4700.0;;
6681;Departamento;San Borja;1;0;0;30;2800.0;;
6682;Departamento;Ate;4;4;4;430;17000.0;4000.0;1700.0
6683;Departamento;Ate;2;1;1;94;3200.0;1370.0;140.0
6684;Departamento;San Bartolo;3;0;0;100;3300.0;750.0;150.0
6685;Departamento;Rímac;4;2;2;250;17500.0;2000.0;
6686;Casa en condominio;Jesús María;4;3;3;153;3500.0;900.0;100.0
6687;Departamento;San Miguel;3;1;0;140;3800.0;1400.0;
6688;Departamento;Callao;4;2;2;172;3000.0;706.0;334.0
6689;Departamento;La Perla;3;1;1;110;5000.0;1200.0;220.0
6690;Departamento;Ate;2;1;1;90;2250.0;1107.0;221.0
6691;Departamento;Ate;4;3;3;240;12000.0;3584.0;1294.0
6692;Departamento;Villa El Salvador;3;1;1;110;2950.0;1200.0;
6693;Departamento;Santa Anita;2;1;1;63;1000.0;815.0;66.0
6694;Departamento;San Borja;3;1;0;110;3500.0;909.0;166.0
6695;Casa;San Isidro;3;10;1;120;2300.0;;
6696;Departamento;Chorrillos;3;1;1;82;3500.0;966.0;230.0
6697;Departamento;Ate;3;3;3;200;5900.0;2331.0;450625.0
6698;Departamento;Villa El Salvador;3;2;1;100;3000.0;1250.0;1500.0
6699;Departamento;San Miguel;3;1;0;100;2200.0;935.0;
6700;Departamento;Jesús María;2;2;1;109;2500.0;500.0;275.0
6701;Departamento;Jesús María;3;1;0;85;1800.0;1250.0;190.0
6702;Departamento;Comas;4;1;3;245;13000.0;2200.0;600.0
6703;Habitación;San Borja;1;0;0;32;1100.0;530.0;28.0
6704;Departamento;San Borja;1;0;0;40;2300.0;440.0;25.0
6705;Departamento;Mi Perú;3;1;1;70;1600.0;1.0;1.0
6706;Departamento;Ate;4;3;4;260;8000.0;3200.0;6400.0
6707;Departamento;Jesús María;2;2;1;200;2800.0;1600.0;
6708;Flat;Comas;1;1;1;85;2375.0;2000.0;3000.0
6709;Casa en condominio;Ate;4;0;4;590;20000.0;2000.0;
6710;Departamento;Comas;2;1;0;71;4500.0;754.0;185.0
6711;Departamento;Ate;2;2;2;113;5900.0;1415.0;300.0
6712;Departamento;Jesús María;4;3;4;198;4500.0;1160.0;3012.0
6713;Departamento;Santa Anita;2;1;0;60;1400.0;550.0;
6714;Departamento;Rímac;4;3;4;350;27000.0;4808.0;
6715;Departamento;Villa El Salvador;3;1;0;118;3500.0;1118.0;205.0
6716;Departamento;San Borja;2;0;1;90;4500.0;1300.0;200.0
6717;Departamento;Comas;2;0;0;75;1350.0;350.0;35.0
6718;Departamento;San Miguel;3;1;1;120;2200.0;900.0;1520.0
6719;Departamento;Ate;4;3;1;260;6500.0;1000.0;2000.0
6720;Departamento;San Borja;3;1;0;92;3800.0;800.0;
6721;Departamento;Ventanilla;3;1;1;98;1300.0;529.0;101.0
6722;Departamento;Chorrillos;3;2;2;130;4200.0;1357.0;262.0
6723;Departamento;Ate;4;3;4;600;11000.0;6900.0;1200.0
6724;Departamento;Ate;2;3;1;202;5500.0;2175.0;3844.0
6725;Departamento;Comas;3;0;0;70;1200.0;370.0;13.0
6726;Departamento;Villa El Salvador;3;1;1;100;3500.0;1100.0;238.0
6727;Departamento;Ate;2;1;2;75;3500.0;2100.0;
6728;Departamento;Ventanilla;2;1;0;69;1600.0;770.0;660.0
6729;Departamento;Rímac;4;3;1;168;11000.0;3097.0;610.0
6730;Departamento;Puente Piedra;1;0;0;30;1100.0;420.0;
6731;Departamento;Rímac;2;1;1;100;3500.0;1930.0;400.0
6732;Departamento;Ate;2;1;1;82;2500.0;1300.0;
6733;Departamento;La Punta;2;1;1;64;1150.0;545.0;91.0
6734;Departamento;Rímac;4;0;2;180;12650.0;;
6735;Departamento;Rímac;4;2;4;200;8500.0;2700.0;944.0
6736;Departamento;Ate;4;3;0;257;12000.0;3000.0;700.0
6737;Departamento;Punta Hermosa;3;4;3;250;13000.0;3300.0;2200.0
6738;Departamento;Ate;2;1;1;83;3000.0;873.0;196.0
6739;Departamento;Lurigancho;3;2;0;180;4500.0;2200.0;350.0
6740;Departamento;Rímac;2;0;0;49;2800.0;700.0;120.0
6741;Departamento;San Miguel;2;0;0;60;1800.0;470.0;102.0
6742;Departamento;Punta Hermosa;2;2;1;114;4000.0;2200.0;180.0
6743;Departamento;San Borja;3;1;0;135;6000.0;1697.0;346.0
6744;Departamento;San Borja;3;1;0;150;7000.0;1400.0;
6745;Departamento;Santa Rosa;2;0;0;89;1050.0;250.0;24.0
6746;Departamento;San Borja;4;0;1;140;4200.0;1100.0;190.0
6747;Departamento;Ventanilla;2;0;1;80;1100.0;850.0;
6748;Casa;San Borja;2;1;0;80;850.0;520.0;12.0
6749;Departamento;Villa El Salvador;1;0;0;70;2000.0;400.0;84.0
6750;Departamento;Santa María del Mar;2;0;0;56;1100.0;105.0;
6751;Departamento;San Borja;2;0;0;90;4000.0;800.0;
6752;Departamento;San Isidro;2;1;1;85;1300.0;440.0;
6753;Casa;Mi Perú;2;1;0;60;800.0;;
6754;Departamento;Comas;2;1;1;106;4000.0;970.0;273.0
6755;Departamento;Comas;2;1;1;76;4500.0;759.0;283.0
6756;Departamento;San Borja;2;0;0;80;2700.0;690.0;177.0
6757;Departamento;Rímac;3;1;0;85;3900.0;1100.0;130.0
6758;Departamento;Pueblo Libre;3;1;1;137;4800.0;1350.0;
6759;Departamento;San Borja;3;0;1;140;3900.0;950.0;
6760;Departamento;San Borja;3;1;1;100;3500.0;817.0;247.0
6761;Departamento;Chorrillos;3;1;0;94;3000.0;1440.0;137.0
6762;Departamento;Jesús María;2;2;1;180;1800.0;1232.0;328.0
6763;Departamento;Pachacámac;1;0;0;30;1000.0;394.0;20.0
6764;Departamento;San Miguel;2;0;0;65;1600.0;600.0;
6765;Departamento;Ventanilla;3;1;0;71;1800.0;630.0;70.0
6766;Departamento;Rímac;2;0;2;80;3900.0;997.0;148.0
6767;Departamento;Comas;4;4;3;400;30000.0;5440.0;2500.0
6768;Departamento;Ate;3;1;1;72;2100.0;660.0;110.0
6769;Habitación;Mi Perú;1;0;0;70;400.0;;
6770;Departamento;Pueblo Libre;2;1;1;85;2800.0;860.0;203.0
6771;Departamento;Ate;2;1;1;80;5000.0;850.0;
6772;Casa;San Miguel;1;0;0;40;900.0;;
6773;Departamento;Comas;4;2;2;170;12500.0;1950.0;628.0
6774;Departamento;Jesús María;2;1;1;65;1700.0;650.0;
6775;Departamento;Ventanilla;1;0;0;36;1050.0;385.0;
6776;Departamento;Pachacámac;2;0;0;80;1200.0;511.0;
6777;Departamento;Santa Anita;3;1;1;71;1000.0;836.0;39.0
6778;Departamento;Punta Hermosa;4;0;0;101;2300.0;767.0;
6779;Departamento;Ate;3;0;0;85;850.0;200.0;13.0
6780;Departamento;Comas;3;2;1;150;7500.0;2200.0;3870.0
6781;Habitación;San Borja;1;0;0;42;2000.0;370.0;26.0
6782;Departamento;San Borja;2;0;0;110;4900.0;;
6783;Departamento;Jesús María;3;2;1;160;2550.0;1050.0;
6784;Departamento;Lince;2;1;1;60;1400.0;580.0;
6785;Departamento;San Miguel;3;0;1;90;2300.0;650.0;100.0
6786;Departamento;Ate;4;4;3;500;28000.0;8000.0;
6787;Departamento;Ate;4;2;1;150;4800.0;1700.0;396.0
6788;Departamento;Chorrillos;3;1;2;123;1400.0;700.0;
6789;Departamento;La Punta;2;1;0;72;1500.0;470.0;
6790;Departamento;Jesús María;3;4;1;217;3000.0;990.0;516.0
6791;Flat;Comas;1;1;0;49;2000.0;2411.0;3024.0
6792;Departamento;Lurín;2;1;0;79;1100.0;543.0;
6793;Departamento;Ate;1;1;1;67;3000.0;678.0;
6794;Departamento;Rímac;4;3;4;323;18000.0;4800.0;1800.0
6795;Departamento;Ate;3;3;1;185;10000.0;1750.0;750.0
6796;Casa;Punta Hermosa;4;4;2;490;20000.0;670.0;
6797;Departamento;Jesús María;3;2;1;90;2000.0;715.0;134.0
6798;Departamento;San Borja;2;0;0;50;1650.0;470.0;97.0
6799;Departamento;Ate;3;2;3;240;7491.0;;
6800;Departamento;Rímac;5;2;5;230;10000.0;2710.0;13280.0
6801;Departamento;Cieneguilla;3;1;0;55;1200.0;300.0;202.0
6802;Departamento;Jesús María;3;2;3;91;2500.0;780.0;180.0
6803;Departamento;Rímac;2;1;1;90;4400.0;1050.0;239.0
6804;Casa en condominio;Jesús María;3;2;1;250;6000.0;955.0;542.0
6805;Departamento;Ate;4;3;4;330;20000.0;3600.0;
6806;Departamento;Comas;2;1;2;130;12000.0;1318.0;691.0
6807;Departamento;Ate;2;1;1;99;2000.0;780.0;185.0
6808;Departamento;Jesús María;3;2;1;102;2000.0;640.0;247.0
6809;Departamento;Rímac;3;1;0;100;5900.0;1200.0;480.0
6810;Departamento;Comas;2;0;0;65;2700.0;400.0;145.0
6811;Departamento;San Borja;4;0;1;250;8000.0;996.0;
6812;Casa en condominio;Ate;4;5;1;680;7500.0;150.0;950.0
6813;Departamento;Ate;1;1;0;76;2000.0;1300.0;190.0
6814;Departamento;La Perla;2;2;1;70;1600.0;450.0;
6815;Departamento;San Miguel;3;1;1;74;2500.0;882.0;119.0
6816;Loft;Ate;1;1;0;56;2200.0;1719.0;322.0
6817;Departamento;Comas;3;1;0;93;6200.0;720.0;800.0
6818;Casa en condominio;Ate;5;6;5;755;14000.0;2200.0;2000.0
6819;Departamento;Jesús María;4;3;1;250;7000.0;3000.0;
6820;Departamento;San Borja;2;0;1;85;3500.0;650.0;85.0
6821;Departamento;Villa El Salvador;1;0;0;34;1500.0;408.0;54.0
6822;Habitación;Pachacámac;1;0;0;21;800.0;306.0;
6823;Departamento;San Borja;3;0;0;140;6000.0;1480.0;170.0
6824;Departamento;Ate;2;1;1;95;2200.0;1100.0;268.0
6825;Casa;Mi Perú;5;6;3;810;7000.0;525.0;
6826;Departamento;Lurigancho;3;2;1;145;6200.0;1776.0;3187.0
6827;Departamento;Comas;2;1;0;55;850.0;380.0;13.0
6828;Departamento;Callao;1;0;0;28;500.0;;
6829;Departamento;San Borja;1;0;0;50;1800.0;564.0;73.0
6830;Casa;Lince;2;1;1;70;1350.0;;
6831;Departamento;Villa El Salvador;1;11;0;60;2100.0;840.0;950.0
6832;Departamento;Ate;2;1;1;70;1700.0;630.0;110.0
6833;Departamento;Comas;2;1;0;80;3600.0;644.0;128.0
6834;Departamento;San Miguel;2;1;0;54;1700.0;793.0;50.0
6835;Departamento;Ate;4;3;3;183;10500.0;3367.0;8400.0
6836;Casa en condominio;Ate;6;4;4;720;12000.0;800.0;
6837;Departamento;San Bartolo;1;0;0;60;2600.0;600.0;55.0
6838;Departamento;San Bartolo;1;0;0;45;1500.0;430.0;
6839;Flat;Chorrillos;1;1;0;55;2800.0;1116.0;100.0
6840;Departamento;Ate;1;1;1;52;6000.0;2430.0;166.0
6841;Habitación;San Borja;0;0;0;36;1500.0;570.0;100.0
6842;Departamento;San Luis;2;1;0;57;900.0;386.0;
6843;Departamento;Rímac;4;2;2;230;7500.0;1650.0;430.0
6844;Departamento;Comas;2;2;1;130;10000.0;2070.0;566.0
6845;Departamento;Lince;2;1;1;45;900.0;510.0;14.0
6846;Departamento;Ate;4;1;1;110;3500.0;1450.0;120.0
6847;Departamento;San Borja;3;0;0;103;2500.0;1344.0;164.0
6848;Casa;Lince;3;1;1;100;1500.0;;
6849;Departamento;Jesús María;3;1;2;84;2200.0;860.0;141.0
6850;Departamento;Lince;2;0;1;92;1000.0;1200.0;34.0
6851;Departamento;Ate;2;1;1;70;2600.0;800.0;
6852;Departamento;Chorrillos;3;0;0;85;1300.0;370.0;135.0
6853;Departamento;Rímac;1;0;0;39;1800.0;215.0;
6854;Departamento;San Borja;2;1;0;70;2500.0;650.0;
6855;Departamento;Comas;2;1;0;130;10000.0;1800.0;462.0
6856;Departamento;Lurigancho;3;1;0;90;2500.0;1150.0;1400.0
6857;Habitación;Pucusana;1;0;0;30;500.0;;31.0
6858;Departamento;Callao;2;1;1;76;1600.0;705.0;
6859;Departamento;San Luis;2;1;0;62;1400.0;;
6860;Departamento;Comas;3;2;3;450;30000.0;4640.0;1650.0
6861;Departamento;Ate;3;2;1;126;2800.0;1500.0;233.0
6862;Departamento;Ate;4;3;4;255;16000.0;2600.0;
6863;Departamento;San Borja;2;0;0;111;2600.0;1165.0;
6864;Departamento;Ate;2;1;1;70;1500.0;964.0;2017.0
6865;Departamento;Rímac;2;1;0;62;2900.0;800.0;123.0
6866;Departamento;Villa El Salvador;3;2;1;104;4300.0;1739.0;248.0
6867;Departamento;Santa Rosa;2;0;0;60;700.0;450.0;14.0
6868;Departamento;Santa María del Mar;2;1;0;50;1100.0;;
6869;Departamento;San Borja;1;0;1;40;1900.0;730.0;70.0
6870;Departamento;San Luis;2;1;0;41;800.0;230.0;162.0
6871;Departamento;San Miguel;2;0;0;65;950.0;365.0;25.0
6872;Departamento;La Victoria;3;1;0;64;1000.0;280.0;180.0
6873;Departamento;Chaclacayo;2;0;0;84;1000.0;610.0;90.0
6874;Departamento;Jesús María;3;2;1;160;3000.0;;330.0
6875;Casa;Lurín;2;1;0;107;1700.0;;
6876;Departamento;La Punta;3;0;0;86;1800.0;360.0;105.0
6877;Departamento;San Borja;2;0;0;70;2200.0;600.0;69.0
6878;Loft;Comas;1;0;0;40;3550.0;600.0;303.0
6879;Casa en condominio;Chorrillos;5;0;0;600;18000.0;;2300.0
6880;Departamento;Comas;1;0;1;56;3200.0;495.0;
6881;Departamento;Lince;1;0;0;21;330.0;;
6882;Departamento;Chorrillos;3;1;1;94;4250.0;1400.0;190.0
6883;Departamento;Jesús María;3;2;1;186;3000.0;900.0;
6884;Departamento;Ate;3;3;1;175;8000.0;1400.0;3800.0
6885;Departamento;Jesús María;3;2;1;90;1800.0;505.0;
6886;Departamento;Ate;3;1;1;80;2800.0;1300.0;140.0
6887;Departamento;Ventanilla;2;1;0;76;1300.0;540.0;20.0
6888;Departamento;San Borja;3;1;0;153;3999.0;1100.0;220.0
6889;Departamento;Chorrillos;2;1;2;84;4650.0;1140.0;
6890;Casa;La Molina;2;2;1;90;2000.0;;
6891;Departamento;Chorrillos;1;0;0;50;1700.0;500.0;69.0
6892;Departamento;Ate;2;1;1;72;1500.0;750.0;550.0
6893;Departamento;Chorrillos;3;1;1;101;4800.0;1340.0;
6894;Departamento;Santa Rosa;2;0;0;57;1000.0;;
6895;Departamento;Ate;5;3;3;436;12000.0;2200.0;1200.0
6896;Departamento;Comas;3;3;2;260;18000.0;2640.0;
